"LOG:concept:name","LOG:lifecycle:model","LOG:creator","LOG:library","LOG:Calculation Time (ms)","LOG:Raw Fitness Cost","LOG:Num. States","LOG:Trace Fitness","LOG:Move-Model Fitness","LOG:Move-Log Fitness","LOG:Trace Length","LOG:Queued States","TRACE:concept:name","TRACE:variant","TRACE:creator","TRACEAL:Raw Fitness Cost","TRACEAL:Calculation Time (ms)","TRACEAL:Num. States","TRACEAL:Move-Model Fitness","TRACEAL:Trace Fitness","TRACEAL:Move-Log Fitness","TRACEAL:Trace Length","TRACEAL:Queued States","EVT:concept:name","EVT:lifecycle:transition","EVT:time:timestamp","EVT:Activity","EVTAL:Transition","EVTAL:TransitionID","EVTAL:TransEvClass","EVTAL:Cost","EVTAL:Marking","EVTAL:ParikhVector","EVTAL:ActivityInstance",
"Anonymous log imported from simulation_logs_senior_log.xes","standard","Fluxicon Disco","Fluxicon Octane","8.476923076923075","0.0","26.092307692307692","1.0","1.0","1.0","14.215384615384613","67.84615384615384","15","Variant 1","Fluxicon Disco","0.0","10.0","24.0","1.0","1.0","1.0","17.0","65.0","DATA ENTRY CLERK: REGISTER NEW MISSION","complete","2023-02-02T13:07:32+01:00","DATA ENTRY CLERK: REGISTER NEW MISSION","t_act_DATA ENTRY CLERK:
REGISTER NEW MISSION","node fda449e4-71fa-41ce-9d8d-8ad6aad1aa7e","DATA ENTRY CLERK: REGISTER NEW MISSION","0","[(DATA ENTRY CLERK:
ANALYZE MISSION SPECIFICS_DATA ENTRY CLERK:
REGISTER NEW MISSION_,1)]","[(DATA ENTRY CLERK: REGISTER NEW MISSION,1) (End,1) (INFORMATION SYSTEM MANAGER: CONFIGURE DEVELOPMENT SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE EXECUTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE INGESTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE MONITORING SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE PREPARATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE SEGREGATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH DEVELOPMENT SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH EXECUTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH INGESTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH MONITORING SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH PREPARATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH SEGREGATION SYSTEM,1)]","null",
"Anonymous log imported from simulation_logs_senior_log.xes","standard","Fluxicon Disco","Fluxicon Octane","8.476923076923075","0.0","26.092307692307692","1.0","1.0","1.0","14.215384615384613","67.84615384615384","15","Variant 1","Fluxicon Disco","0.0","10.0","24.0","1.0","1.0","1.0","17.0","65.0","null","null","null","null","DATA ENTRY CLERK:
REGISTER NEW MISSION_merge_","node 255aa6ea-ac45-4751-b162-7fe5bb0ca285","null","0","[(DATA ENTRY CLERK:
REGISTER NEW MISSION__,1)]","[(End,1) (INFORMATION SYSTEM MANAGER: CONFIGURE DEVELOPMENT SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE EXECUTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE INGESTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE MONITORING SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE PREPARATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE SEGREGATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH DEVELOPMENT SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH EXECUTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH INGESTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH MONITORING SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH PREPARATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH SEGREGATION SYSTEM,1)]","null",
"Anonymous log imported from simulation_logs_senior_log.xes","standard","Fluxicon Disco","Fluxicon Octane","8.476923076923075","0.0","26.092307692307692","1.0","1.0","1.0","14.215384615384613","67.84615384615384","15","Variant 1","Fluxicon Disco","0.0","10.0","24.0","1.0","1.0","1.0","17.0","65.0","null","null","null","null","INFORMATION SYSTEM MANAGER:
CONFIGURE INGESTION SYSTEM_split_","node 49ac897f-2296-42e2-a005-dd8c556a9a47","null","0","[(g_xor_,1)]","[(End,1) (INFORMATION SYSTEM MANAGER: CONFIGURE DEVELOPMENT SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE EXECUTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE INGESTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE MONITORING SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE PREPARATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE SEGREGATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH DEVELOPMENT SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH EXECUTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH INGESTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH MONITORING SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH PREPARATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH SEGREGATION SYSTEM,1)]","null",
"Anonymous log imported from simulation_logs_senior_log.xes","standard","Fluxicon Disco","Fluxicon Octane","8.476923076923075","0.0","26.092307692307692","1.0","1.0","1.0","14.215384615384613","67.84615384615384","15","Variant 1","Fluxicon Disco","0.0","10.0","24.0","1.0","1.0","1.0","17.0","65.0","INFORMATION SYSTEM MANAGER: CONFIGURE INGESTION SYSTEM","complete","2023-02-02T13:07:33+01:00","INFORMATION SYSTEM MANAGER: CONFIGURE INGESTION SYSTEM","t_act_INFORMATION SYSTEM MANAGER:
CONFIGURE INGESTION SYSTEM","node a58b010d-6e69-47a9-8687-b4b6741cc093","INFORMATION SYSTEM MANAGER: CONFIGURE INGESTION SYSTEM","0","[(_INFORMATION SYSTEM MANAGER:
CONFIGURE INGESTION SYSTEM_,1)]","[(End,1) (INFORMATION SYSTEM MANAGER: CONFIGURE DEVELOPMENT SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE EXECUTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE INGESTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE MONITORING SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE PREPARATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE SEGREGATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH DEVELOPMENT SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH EXECUTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH INGESTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH MONITORING SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH PREPARATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH SEGREGATION SYSTEM,1)]","null",
"Anonymous log imported from simulation_logs_senior_log.xes","standard","Fluxicon Disco","Fluxicon Octane","8.476923076923075","0.0","26.092307692307692","1.0","1.0","1.0","14.215384615384613","67.84615384615384","15","Variant 1","Fluxicon Disco","0.0","10.0","24.0","1.0","1.0","1.0","17.0","65.0","INFORMATION SYSTEM MANAGER: LAUNCH INGESTION SYSTEM","complete","2023-02-02T13:07:34+01:00","INFORMATION SYSTEM MANAGER: LAUNCH INGESTION SYSTEM","t_act_INFORMATION SYSTEM MANAGER:
LAUNCH INGESTION SYSTEM","node 86cd4c52-0cb8-4941-9cb3-8e04f84e4654","INFORMATION SYSTEM MANAGER: LAUNCH INGESTION SYSTEM","0","[(INFORMATION SYSTEM MANAGER:
CONFIGURE INGESTION SYSTEM_INFORMATION SYSTEM MANAGER:
LAUNCH INGESTION SYSTEM_,1)]","[(End,1) (INFORMATION SYSTEM MANAGER: CONFIGURE DEVELOPMENT SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE EXECUTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE MONITORING SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE PREPARATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE SEGREGATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH DEVELOPMENT SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH EXECUTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH INGESTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH MONITORING SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH PREPARATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH SEGREGATION SYSTEM,1)]","null",
"Anonymous log imported from simulation_logs_senior_log.xes","standard","Fluxicon Disco","Fluxicon Octane","8.476923076923075","0.0","26.092307692307692","1.0","1.0","1.0","14.215384615384613","67.84615384615384","15","Variant 1","Fluxicon Disco","0.0","10.0","24.0","1.0","1.0","1.0","17.0","65.0","INFORMATION SYSTEM MANAGER: CONFIGURE EXECUTION SYSTEM","complete","2023-02-02T13:07:35+01:00","INFORMATION SYSTEM MANAGER: CONFIGURE EXECUTION SYSTEM","t_act_INFORMATION SYSTEM MANAGER:
CONFIGURE EXECUTION SYSTEM","node 171affaf-672f-44ea-ab5d-15f750aa4cd2","INFORMATION SYSTEM MANAGER: CONFIGURE EXECUTION SYSTEM","0","[(INFORMATION SYSTEM MANAGER:
LAUNCH INGESTION SYSTEM_INFORMATION SYSTEM MANAGER:
CONFIGURE EXECUTION SYSTEM_,1)]","[(End,1) (INFORMATION SYSTEM MANAGER: CONFIGURE DEVELOPMENT SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE EXECUTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE MONITORING SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE PREPARATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE SEGREGATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH DEVELOPMENT SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH EXECUTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH MONITORING SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH PREPARATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH SEGREGATION SYSTEM,1)]","null",
"Anonymous log imported from simulation_logs_senior_log.xes","standard","Fluxicon Disco","Fluxicon Octane","8.476923076923075","0.0","26.092307692307692","1.0","1.0","1.0","14.215384615384613","67.84615384615384","15","Variant 1","Fluxicon Disco","0.0","10.0","24.0","1.0","1.0","1.0","17.0","65.0","INFORMATION SYSTEM MANAGER: LAUNCH EXECUTION SYSTEM","complete","2023-02-02T13:07:36+01:00","INFORMATION SYSTEM MANAGER: LAUNCH EXECUTION SYSTEM","t_act_INFORMATION SYSTEM MANAGER:
LAUNCH EXECUTION SYSTEM","node ed919244-bc9a-43c0-bc8d-f25760d7c343","INFORMATION SYSTEM MANAGER: LAUNCH EXECUTION SYSTEM","0","[(INFORMATION SYSTEM MANAGER:
CONFIGURE EXECUTION SYSTEM_INFORMATION SYSTEM MANAGER:
LAUNCH EXECUTION SYSTEM_,1)]","[(End,1) (INFORMATION SYSTEM MANAGER: CONFIGURE DEVELOPMENT SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE MONITORING SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE PREPARATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE SEGREGATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH DEVELOPMENT SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH EXECUTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH MONITORING SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH PREPARATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH SEGREGATION SYSTEM,1)]","null",
"Anonymous log imported from simulation_logs_senior_log.xes","standard","Fluxicon Disco","Fluxicon Octane","8.476923076923075","0.0","26.092307692307692","1.0","1.0","1.0","14.215384615384613","67.84615384615384","15","Variant 1","Fluxicon Disco","0.0","10.0","24.0","1.0","1.0","1.0","17.0","65.0","INFORMATION SYSTEM MANAGER: CONFIGURE MONITORING SYSTEM","complete","2023-02-02T13:07:37+01:00","INFORMATION SYSTEM MANAGER: CONFIGURE MONITORING SYSTEM","t_act_INFORMATION SYSTEM MANAGER:
CONFIGURE MONITORING SYSTEM","node 50cd1889-888b-4130-907d-249d79d652bc","INFORMATION SYSTEM MANAGER: CONFIGURE MONITORING SYSTEM","0","[(INFORMATION SYSTEM MANAGER:
LAUNCH EXECUTION SYSTEM_INFORMATION SYSTEM MANAGER:
CONFIGURE MONITORING SYSTEM_,1)]","[(End,1) (INFORMATION SYSTEM MANAGER: CONFIGURE DEVELOPMENT SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE MONITORING SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE PREPARATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE SEGREGATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH DEVELOPMENT SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH MONITORING SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH PREPARATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH SEGREGATION SYSTEM,1)]","null",
"Anonymous log imported from simulation_logs_senior_log.xes","standard","Fluxicon Disco","Fluxicon Octane","8.476923076923075","0.0","26.092307692307692","1.0","1.0","1.0","14.215384615384613","67.84615384615384","15","Variant 1","Fluxicon Disco","0.0","10.0","24.0","1.0","1.0","1.0","17.0","65.0","INFORMATION SYSTEM MANAGER: LAUNCH MONITORING SYSTEM","complete","2023-02-02T13:07:38+01:00","INFORMATION SYSTEM MANAGER: LAUNCH MONITORING SYSTEM","t_act_INFORMATION SYSTEM MANAGER:
LAUNCH MONITORING SYSTEM","node 3b983b61-4a3e-4061-9876-9554ec155bc8","INFORMATION SYSTEM MANAGER: LAUNCH MONITORING SYSTEM","0","[(INFORMATION SYSTEM MANAGER:
CONFIGURE MONITORING SYSTEM_INFORMATION SYSTEM MANAGER:
LAUNCH MONITORING SYSTEM_,1)]","[(End,1) (INFORMATION SYSTEM MANAGER: CONFIGURE DEVELOPMENT SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE PREPARATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE SEGREGATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH DEVELOPMENT SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH MONITORING SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH PREPARATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH SEGREGATION SYSTEM,1)]","null",
"Anonymous log imported from simulation_logs_senior_log.xes","standard","Fluxicon Disco","Fluxicon Octane","8.476923076923075","0.0","26.092307692307692","1.0","1.0","1.0","14.215384615384613","67.84615384615384","15","Variant 1","Fluxicon Disco","0.0","10.0","24.0","1.0","1.0","1.0","17.0","65.0","INFORMATION SYSTEM MANAGER: CONFIGURE SEGREGATION SYSTEM","complete","2023-02-02T13:07:39+01:00","INFORMATION SYSTEM MANAGER: CONFIGURE SEGREGATION SYSTEM","t_act_INFORMATION SYSTEM MANAGER:
CONFIGURE SEGREGATION SYSTEM","node 7a903677-c802-498e-a08c-c8c3b7b93058","INFORMATION SYSTEM MANAGER: CONFIGURE SEGREGATION SYSTEM","0","[(INFORMATION SYSTEM MANAGER:
LAUNCH MONITORING SYSTEM_INFORMATION SYSTEM MANAGER:
CONFIGURE SEGREGATION SYSTEM_,1)]","[(End,1) (INFORMATION SYSTEM MANAGER: CONFIGURE DEVELOPMENT SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE PREPARATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE SEGREGATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH DEVELOPMENT SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH PREPARATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH SEGREGATION SYSTEM,1)]","null",
"Anonymous log imported from simulation_logs_senior_log.xes","standard","Fluxicon Disco","Fluxicon Octane","8.476923076923075","0.0","26.092307692307692","1.0","1.0","1.0","14.215384615384613","67.84615384615384","15","Variant 1","Fluxicon Disco","0.0","10.0","24.0","1.0","1.0","1.0","17.0","65.0","INFORMATION SYSTEM MANAGER: LAUNCH SEGREGATION SYSTEM","complete","2023-02-02T13:07:40+01:00","INFORMATION SYSTEM MANAGER: LAUNCH SEGREGATION SYSTEM","t_act_INFORMATION SYSTEM MANAGER:
LAUNCH SEGREGATION SYSTEM","node d68f0358-a1fc-42ec-997c-e9fad664bc12","INFORMATION SYSTEM MANAGER: LAUNCH SEGREGATION SYSTEM","0","[(INFORMATION SYSTEM MANAGER:
CONFIGURE SEGREGATION SYSTEM_INFORMATION SYSTEM MANAGER:
LAUNCH SEGREGATION SYSTEM_,1)]","[(End,1) (INFORMATION SYSTEM MANAGER: CONFIGURE DEVELOPMENT SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE PREPARATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH DEVELOPMENT SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH PREPARATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH SEGREGATION SYSTEM,1)]","null",
"Anonymous log imported from simulation_logs_senior_log.xes","standard","Fluxicon Disco","Fluxicon Octane","8.476923076923075","0.0","26.092307692307692","1.0","1.0","1.0","14.215384615384613","67.84615384615384","15","Variant 1","Fluxicon Disco","0.0","10.0","24.0","1.0","1.0","1.0","17.0","65.0","INFORMATION SYSTEM MANAGER: CONFIGURE PREPARATION SYSTEM","complete","2023-02-02T13:07:41+01:00","INFORMATION SYSTEM MANAGER: CONFIGURE PREPARATION SYSTEM","t_act_INFORMATION SYSTEM MANAGER:
CONFIGURE PREPARATION SYSTEM","node bc51016f-35b0-4cd5-8006-ba087ec7da33","INFORMATION SYSTEM MANAGER: CONFIGURE PREPARATION SYSTEM","0","[(INFORMATION SYSTEM MANAGER:
LAUNCH SEGREGATION SYSTEM_INFORMATION SYSTEM MANAGER:
CONFIGURE PREPARATION SYSTEM_,1)]","[(End,1) (INFORMATION SYSTEM MANAGER: CONFIGURE DEVELOPMENT SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE PREPARATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH DEVELOPMENT SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH PREPARATION SYSTEM,1)]","null",
"Anonymous log imported from simulation_logs_senior_log.xes","standard","Fluxicon Disco","Fluxicon Octane","8.476923076923075","0.0","26.092307692307692","1.0","1.0","1.0","14.215384615384613","67.84615384615384","15","Variant 1","Fluxicon Disco","0.0","10.0","24.0","1.0","1.0","1.0","17.0","65.0","INFORMATION SYSTEM MANAGER: LAUNCH PREPARATION SYSTEM","complete","2023-02-02T13:07:42+01:00","INFORMATION SYSTEM MANAGER: LAUNCH PREPARATION SYSTEM","t_act_INFORMATION SYSTEM MANAGER:
LAUNCH PREPARATION SYSTEM","node dfe9aff9-74fe-4eb3-ba6d-bfb68ce2f9f8","INFORMATION SYSTEM MANAGER: LAUNCH PREPARATION SYSTEM","0","[(INFORMATION SYSTEM MANAGER:
CONFIGURE PREPARATION SYSTEM_INFORMATION SYSTEM MANAGER:
LAUNCH PREPARATION SYSTEM_,1)]","[(End,1) (INFORMATION SYSTEM MANAGER: CONFIGURE DEVELOPMENT SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH DEVELOPMENT SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH PREPARATION SYSTEM,1)]","null",
"Anonymous log imported from simulation_logs_senior_log.xes","standard","Fluxicon Disco","Fluxicon Octane","8.476923076923075","0.0","26.092307692307692","1.0","1.0","1.0","14.215384615384613","67.84615384615384","15","Variant 1","Fluxicon Disco","0.0","10.0","24.0","1.0","1.0","1.0","17.0","65.0","INFORMATION SYSTEM MANAGER: CONFIGURE DEVELOPMENT SYSTEM","complete","2023-02-02T13:07:43+01:00","INFORMATION SYSTEM MANAGER: CONFIGURE DEVELOPMENT SYSTEM","t_act_INFORMATION SYSTEM MANAGER:
CONFIGURE DEVELOPMENT SYSTEM","node d8efb6dc-5dd8-4f21-b730-9a55b5b80f15","INFORMATION SYSTEM MANAGER: CONFIGURE DEVELOPMENT SYSTEM","0","[(INFORMATION SYSTEM MANAGER:
LAUNCH PREPARATION SYSTEM_INFORMATION SYSTEM MANAGER:
CONFIGURE DEVELOPMENT SYSTEM_,1)]","[(End,1) (INFORMATION SYSTEM MANAGER: CONFIGURE DEVELOPMENT SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH DEVELOPMENT SYSTEM,1)]","null",
"Anonymous log imported from simulation_logs_senior_log.xes","standard","Fluxicon Disco","Fluxicon Octane","8.476923076923075","0.0","26.092307692307692","1.0","1.0","1.0","14.215384615384613","67.84615384615384","15","Variant 1","Fluxicon Disco","0.0","10.0","24.0","1.0","1.0","1.0","17.0","65.0","INFORMATION SYSTEM MANAGER: LAUNCH DEVELOPMENT SYSTEM","complete","2023-02-02T13:07:44+01:00","INFORMATION SYSTEM MANAGER: LAUNCH DEVELOPMENT SYSTEM","t_act_INFORMATION SYSTEM MANAGER:
LAUNCH DEVELOPMENT SYSTEM","node b277b98d-104c-4ee0-83d2-639fb963804a","INFORMATION SYSTEM MANAGER: LAUNCH DEVELOPMENT SYSTEM","0","[(INFORMATION SYSTEM MANAGER:
CONFIGURE DEVELOPMENT SYSTEM_INFORMATION SYSTEM MANAGER:
LAUNCH DEVELOPMENT SYSTEM_,1)]","[(End,1) (INFORMATION SYSTEM MANAGER: LAUNCH DEVELOPMENT SYSTEM,1)]","null",
"Anonymous log imported from simulation_logs_senior_log.xes","standard","Fluxicon Disco","Fluxicon Octane","8.476923076923075","0.0","26.092307692307692","1.0","1.0","1.0","14.215384615384613","67.84615384615384","15","Variant 1","Fluxicon Disco","0.0","10.0","24.0","1.0","1.0","1.0","17.0","65.0","null","null","null","null","INFORMATION SYSTEM MANAGER:
LAUNCH DEVELOPMENT SYSTEM_merge_","node f86c8bc5-803c-471e-938a-85ef822e6940","null","0","[(INFORMATION SYSTEM MANAGER:
LAUNCH DEVELOPMENT SYSTEM__,1)]","[(End,1)]","null",
"Anonymous log imported from simulation_logs_senior_log.xes","standard","Fluxicon Disco","Fluxicon Octane","8.476923076923075","0.0","26.092307692307692","1.0","1.0","1.0","14.215384615384613","67.84615384615384","15","Variant 1","Fluxicon Disco","0.0","10.0","24.0","1.0","1.0","1.0","17.0","65.0","null","null","null","null","END_split_","node 54f163db-9f06-483a-bb55-d1e2218064e8","null","0","[(g_xor_,1)]","[(End,1)]","null",
"Anonymous log imported from simulation_logs_senior_log.xes","standard","Fluxicon Disco","Fluxicon Octane","8.476923076923075","0.0","26.092307692307692","1.0","1.0","1.0","14.215384615384613","67.84615384615384","15","Variant 1","Fluxicon Disco","0.0","10.0","24.0","1.0","1.0","1.0","17.0","65.0","End","complete","2023-02-02T13:07:44+01:00","End","t_end_END","node fa7ddce1-cd9a-4fdf-bd86-6ac8b450bc69","End","0","[(_END_,1)]","[(End,1)]","null",
"Anonymous log imported from simulation_logs_senior_log.xes","standard","Fluxicon Disco","Fluxicon Octane","8.476923076923075","0.0","26.092307692307692","1.0","1.0","1.0","14.215384615384613","67.84615384615384","59","Variant 1","Fluxicon Disco","0.0","10.0","24.0","1.0","1.0","1.0","17.0","65.0","Start","complete","2023-02-03T14:17:30+01:00","Start","t_start_MISSION HAS BEEN RECEIVED","node 059c1ec9-c2f9-40ce-9d32-0f8625553234","Start","0","[(p_start_MISSION HAS BEEN RECEIVED,1)]","[(DATA ENTRY CLERK: ANALYZE MISSION SPECIFICS,1) (DATA ENTRY CLERK: REGISTER NEW MISSION,1) (End,1) (INFORMATION SYSTEM MANAGER: CONFIGURE DEVELOPMENT SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE EXECUTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE INGESTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE MONITORING SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE PREPARATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE SEGREGATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH DEVELOPMENT SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH EXECUTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH INGESTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH MONITORING SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH PREPARATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH SEGREGATION SYSTEM,1) (IT CONSULTANT:  ACCEPT MISSION REQUEST,1) (Start,1)]","null",
"Anonymous log imported from simulation_logs_senior_log.xes","standard","Fluxicon Disco","Fluxicon Octane","8.476923076923075","0.0","26.092307692307692","1.0","1.0","1.0","14.215384615384613","67.84615384615384","59","Variant 1","Fluxicon Disco","0.0","10.0","24.0","1.0","1.0","1.0","17.0","65.0","null","null","null","null","MISSION HAS BEEN RECEIVED_merge_THE MISSION HAS TO BE REGISTERED?","node 4dfc8b5c-a655-4b78-bc75-e2f0aeff1d60","null","0","[(MISSION HAS BEEN RECEIVED_THE MISSION HAS TO BE REGISTERED?_,1)]","[(DATA ENTRY CLERK: ANALYZE MISSION SPECIFICS,1) (DATA ENTRY CLERK: REGISTER NEW MISSION,1) (End,1) (INFORMATION SYSTEM MANAGER: CONFIGURE DEVELOPMENT SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE EXECUTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE INGESTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE MONITORING SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE PREPARATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: CONFIGURE SEGREGATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH DEVELOPMENT SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH EXECUTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH INGESTION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH MONITORING SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH PREPARATION SYSTEM,1) (INFORMATION SYSTEM MANAGER: LAUNCH SEGREGATION SYSTEM,1) (IT CONSULTANT:  ACCEPT MISSION REQUEST,1)]","null",
